Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemCrystalSeed:1200, Изменчивое семя
appliedenergistics2:item.ItemEncodedPattern, Кодированный шаблон
appliedenergistics2:item.ToolColorApplicator, Аппликатор цвета
appliedenergistics2:item.ItemPaintBall:0, Шар с краской - Белый
appliedenergistics2:item.ItemPaintBall:1, Шар с краской - Оранжевый
appliedenergistics2:item.ItemPaintBall:2, Шар с краской - Сиреневый
appliedenergistics2:item.ItemPaintBall:3, Шар с краской - Светло-синий
appliedenergistics2:item.ItemPaintBall:4, Шар с краской - Жёлтый
appliedenergistics2:item.ItemPaintBall:5, Шар с краской - Лаймовый
appliedenergistics2:item.ItemPaintBall:6, Шар с краской - Розовый
appliedenergistics2:item.ItemPaintBall:7, Шар с краской - Серый
appliedenergistics2:item.ItemPaintBall:8, Шар с краской - Светло-серый
appliedenergistics2:item.ItemPaintBall:9, Шар с краской - Бирюзовый
appliedenergistics2:item.ItemPaintBall:10, Шар с краской - Фиолетовый
appliedenergistics2:item.ItemPaintBall:11, Шар с краской - Синий
appliedenergistics2:item.ItemPaintBall:12, Шар с краской - Коричневый
appliedenergistics2:item.ItemPaintBall:13, Шар с краской - Зелёный
appliedenergistics2:item.ItemPaintBall:14, Шар с краской - Красный
appliedenergistics2:item.ItemPaintBall:15, Шар с краской - Чёрный
appliedenergistics2:item.ItemPaintBall:20, Шар с краской - Люмен Белый
appliedenergistics2:item.ItemPaintBall:21, Шар с краской - Люмен Оранжевый
appliedenergistics2:item.ItemPaintBall:22, Шар с краской - Люмен Сиреневый
appliedenergistics2:item.ItemPaintBall:23, Шар с краской - Люмен Светло-синий
appliedenergistics2:item.ItemPaintBall:24, Шар с краской - Люмен Жёлтый
appliedenergistics2:item.ItemPaintBall:25, Шар с краской - Люмен Лаймовый
appliedenergistics2:item.ItemPaintBall:26, Шар с краской - Люмен Розовый
appliedenergistics2:item.ItemPaintBall:27, Шар с краской - Люмен Серый
appliedenergistics2:item.ItemPaintBall:28, Шар с краской - Люмен Светло-серый
appliedenergistics2:item.ItemPaintBall:29, Шар с краской - Люмен Бирюзовый
appliedenergistics2:item.ItemPaintBall:30, Шар с краской - Люмен Фиолетовый
appliedenergistics2:item.ItemPaintBall:31, Шар с краской - Люмен Синий
appliedenergistics2:item.ItemPaintBall:32, Шар с краской - Люмен Коричневый
appliedenergistics2:item.ItemPaintBall:33, Шар с краской - Люмен Зелёный
appliedenergistics2:item.ItemPaintBall:34, Шар с краской - Люмен Красный
appliedenergistics2:item.ItemPaintBall:35, Шар с краской - Люмен Чёрный
appliedenergistics2:item.ItemMultiMaterial:28, Продвинутая карта
appliedenergistics2:item.ItemMultiMaterial:44, Ядро истребления
appliedenergistics2:item.ItemMultiMaterial:25, Базовая карта
appliedenergistics2:item.ItemMultiMaterial:52, Пустой шаблон
appliedenergistics2:item.ItemMultiMaterial:23, Вычислительный процессор
appliedenergistics2:item.ItemMultiMaterial:13, Вычислительный пресс для высекателя
appliedenergistics2:item.ItemMultiMaterial:16, Отпечатанный вычислительный контур
appliedenergistics2:item.ItemMultiMaterial:27, Карта ёмкости
appliedenergistics2:item.ItemMultiMaterial:53, Карта создания
appliedenergistics2:item.ItemMultiMaterial:29, Карта нечёткости
appliedenergistics2:item.ItemMultiMaterial:31, Карта инвертирования
appliedenergistics2:item.ItemMultiMaterial:26, Карта красного камня
appliedenergistics2:item.ItemMultiMaterial:30, Карта ускорения
appliedenergistics2:item.ItemMultiMaterial:34, 128³ пространственный компонент
appliedenergistics2:item.ItemMultiMaterial:33, 16³ пространственный компонент
appliedenergistics2:item.ItemMultiMaterial:37, 16К МЭ компонент хранения
appliedenergistics2:item.ItemMultiMaterial:35, 1К МЭ компонент хранения
appliedenergistics2:item.ItemMultiMaterial:32, 2³ пространственный компонент
appliedenergistics2:item.ItemMultiMaterial:36, 4К МЭ компонент хранения
appliedenergistics2:item.ItemMultiMaterial:38, 64К МЭ компонент хранения
appliedenergistics2:item.ItemMultiMaterial:0, Кристалл истинного кварца
appliedenergistics2:item.ItemMultiMaterial:1, Заряженный кристалл истинного кварца
appliedenergistics2:item.ItemMultiMaterial:2, Пыль истинного кварца
appliedenergistics2:item.ItemMultiMaterial:39, МЭ корпус ячейки хранения
appliedenergistics2:item.ItemMultiMaterial:46, Пыль Края
appliedenergistics2:item.ItemMultiMaterial:24, Инженерный процессор
appliedenergistics2:item.ItemMultiMaterial:14, Инженерный пресс для высекателя
appliedenergistics2:item.ItemMultiMaterial:17, Отпечатанный инженерный контур
appliedenergistics2:item.ItemMultiMaterial:4, Мука
appliedenergistics2:item.ItemMultiMaterial:7, Изменчивый кристалл
appliedenergistics2:item.ItemMultiMaterial:8, Изменчивая пыль
appliedenergistics2:item.ItemMultiMaterial:9, Изменчивая жемчужина
appliedenergistics2:item.ItemMultiMaterial:43, Ядро формирования
appliedenergistics2:item.ItemMultiMaterial:22, Логический процессор
appliedenergistics2:item.ItemMultiMaterial:15, Логический пресс для высекателя
appliedenergistics2:item.ItemMultiMaterial:18, Отпечатанный логический контур
appliedenergistics2:item.ItemMultiMaterial:6, Шарик материи
appliedenergistics2:item.ItemMultiMaterial:21, Именующий пресс для высекателя
appliedenergistics2:item.ItemMultiMaterial:3, Пыль кварца Нижнего мира
appliedenergistics2:item.ItemMultiMaterial:10, Чистый кристалл истинного кварца
appliedenergistics2:item.ItemMultiMaterial:12, Чистый изменчивый кристалл
appliedenergistics2:item.ItemMultiMaterial:11, Чистый кристалл кварца Нижнего мира
appliedenergistics2:item.ItemMultiMaterial:48, Квантовая запутанная сингулярность
appliedenergistics2:item.ItemMultiMaterial:19, Кремниевый пресс для высекателя
appliedenergistics2:item.ItemMultiMaterial:20, Отпечатанный кремний
appliedenergistics2:item.ItemMultiMaterial:47, Сингулярность
appliedenergistics2:item.ItemMultiMaterial:45, Пыль небесного камня
appliedenergistics2:item.ItemMultiMaterial:41, Беспроводной приёмник
appliedenergistics2:item.ItemMultiMaterial:42, Беспроводной усилитель
appliedenergistics2:item.ItemMultiPart:300, Плоскость истребления
appliedenergistics2:item.ItemMultiPart:120, Кабельный якорь
appliedenergistics2:item.ItemMultiPart:20, МЭ закрытый кабель - Белый
appliedenergistics2:item.ItemMultiPart:21, МЭ закрытый кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:22, МЭ закрытый кабель - Сиреневый
appliedenergistics2:item.ItemMultiPart:23, МЭ закрытый кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:24, МЭ закрытый кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:25, МЭ закрытый кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:26, МЭ закрытый кабель - Розовый
appliedenergistics2:item.ItemMultiPart:27, МЭ закрытый кабель - Серый
appliedenergistics2:item.ItemMultiPart:28, МЭ закрытый кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:29, МЭ закрытый кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:30, МЭ закрытый кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:31, МЭ закрытый кабель - Синий
appliedenergistics2:item.ItemMultiPart:32, МЭ закрытый кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:33, МЭ закрытый кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:34, МЭ закрытый кабель - Красный
appliedenergistics2:item.ItemMultiPart:35, МЭ закрытый кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:36, МЭ закрытый кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:60, МЭ плотный кабель - Белый
appliedenergistics2:item.ItemMultiPart:61, МЭ плотный кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:62, МЭ плотный кабель - Сиреневый
appliedenergistics2:item.ItemMultiPart:63, МЭ плотный кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:64, МЭ плотный кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:65, МЭ плотный кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:66, МЭ плотный кабель - Розовый
appliedenergistics2:item.ItemMultiPart:67, МЭ плотный кабель - Серый
appliedenergistics2:item.ItemMultiPart:68, МЭ плотный кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:69, МЭ плотный кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:70, МЭ плотный кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:71, МЭ плотный кабель - Синий
appliedenergistics2:item.ItemMultiPart:72, МЭ плотный кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:73, МЭ плотный кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:74, МЭ плотный кабель - Красный
appliedenergistics2:item.ItemMultiPart:75, МЭ плотный кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:76, МЭ плотный кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:0, МЭ стеклянный кабель - Белый
appliedenergistics2:item.ItemMultiPart:1, МЭ стеклянный кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:2, МЭ стеклянный кабель - Сиреневый
appliedenergistics2:item.ItemMultiPart:3, МЭ стеклянный кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:4, МЭ стеклянный кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:5, МЭ стеклянный кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:6, МЭ стеклянный кабель - Розовый
appliedenergistics2:item.ItemMultiPart:7, МЭ стеклянный кабель - Серый
appliedenergistics2:item.ItemMultiPart:8, МЭ стеклянный кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:9, МЭ стеклянный кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:10, МЭ стеклянный кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:11, МЭ стеклянный кабель - Синий
appliedenergistics2:item.ItemMultiPart:12, МЭ стеклянный кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:13, МЭ стеклянный кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:14, МЭ стеклянный кабель - Красный
appliedenergistics2:item.ItemMultiPart:15, МЭ стеклянный кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:16, МЭ стеклянный кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:40, МЭ умный кабель - Белый
appliedenergistics2:item.ItemMultiPart:41, МЭ умный кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:42, МЭ умный кабель - Сиреневый
appliedenergistics2:item.ItemMultiPart:43, МЭ умный кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:44, МЭ умный кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:45, МЭ умный кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:46, МЭ умный кабель - Розовый
appliedenergistics2:item.ItemMultiPart:47, МЭ умный кабель - Серый
appliedenergistics2:item.ItemMultiPart:48, МЭ умный кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:49, МЭ умный кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:50, МЭ умный кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:51, МЭ умный кабель - Синий
appliedenergistics2:item.ItemMultiPart:52, МЭ умный кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:53, МЭ умный кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:54, МЭ умный кабель - Красный
appliedenergistics2:item.ItemMultiPart:55, МЭ умный кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:56, МЭ умный кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:420, МЭ монитор преобразования
appliedenergistics2:item.ItemMultiPart:360, МЭ терминал создания
appliedenergistics2:item.ItemMultiPart:200, Тёмная осветительная панель
appliedenergistics2:item.ItemMultiPart:260, МЭ шина экспорта
appliedenergistics2:item.ItemMultiPart:320, МЭ плоскость формирования
appliedenergistics2:item.ItemMultiPart:301, ME Identity Annihilation Plane
appliedenergistics2:item.ItemMultiPart:240, МЭ шина импорта
appliedenergistics2:item.ItemMultiPart:440, МЭ интерфейс
appliedenergistics2:item.ItemMultiPart:480, МЭ терминал интерфейсов
appliedenergistics2:item.ItemMultiPart:100, МЭ инвертированная шина переключения
appliedenergistics2:item.ItemMultiPart:280, МЭ излучатель уровня
appliedenergistics2:item.ItemMultiPart:160, Яркая осветительная панель
appliedenergistics2:item.ItemMultiPart:465, Туннель точка-точка - EU
appliedenergistics2:item.ItemMultiPart:462, Туннель точка-точка - Предмет
appliedenergistics2:item.ItemMultiPart:467, Туннель точка-точка - Свет
appliedenergistics2:item.ItemMultiPart:463, Туннель точка-точка - Жидкость
appliedenergistics2:item.ItemMultiPart:460, Туннель точка-точка - МЭ
appliedenergistics2:item.ItemMultiPart:468, Туннель точка-точка - OpenComputers
appliedenergistics2:item.ItemMultiPart:466, Туннель точка-точка - RF
appliedenergistics2:item.ItemMultiPart:461, Туннель точка-точка - Красный камень
appliedenergistics2:item.ItemMultiPart:340, МЭ терминал шаблонов
appliedenergistics2:item.ItemMultiPart:140, Кварцевое оптическое волокно
appliedenergistics2:item.ItemMultiPart:180, Осветительная панель
appliedenergistics2:item.ItemMultiPart:220, МЭ шина хранения
appliedenergistics2:item.ItemMultiPart:400, МЭ монитор хранения
appliedenergistics2:item.ItemMultiPart:380, МЭ терминал
appliedenergistics2:item.ItemMultiPart:80, МЭ шина переключения
BiomesOPlenty:food:0, Ягода
BiomesOPlenty:food:1, Молотый гриб
BiomesOPlenty:food:2, Дикая морковь
BiomesOPlenty:food:3, Персик
BiomesOPlenty:food:4, Фруктовый салат
BiomesOPlenty:food:5, Овощной салат
BiomesOPlenty:food:6, Грибной салат
BiomesOPlenty:food:8, Хурма
BiomesOPlenty:food:9, Заполненные медовые соты
BiomesOPlenty:food:10, Амброзия
BiomesOPlenty:food:11, Репа
BiomesOPlenty:food:12, Груша
BiomesOPlenty:food:13, Миска риса
BiomesOPlenty:turnipSeeds, Семена репы
BiomesOPlenty:misc:0, Кирпич из грязи
BiomesOPlenty:misc:1, Кучка пепла
BiomesOPlenty:misc:2, Пустые медовые соты
BiomesOPlenty:misc:3, Кусок плоти
BiomesOPlenty:misc:4, Осколок небесного кристалла
BiomesOPlenty:misc:5, Синий краситель
BiomesOPlenty:misc:6, Коричневый краситель
BiomesOPlenty:misc:7, Зелёный краситель
BiomesOPlenty:misc:8, Белый краситель
BiomesOPlenty:misc:9, Чёрный краситель
BiomesOPlenty:misc:10, Жуткая душа
BiomesOPlenty:misc:11, Пыльца феи
BiomesOPlenty:misc:12, Ихор
BiomesOPlenty:misc:13, Сосновая шишка
BiomesOPlenty:gems:0, Аметист Края
BiomesOPlenty:gems:1, Рубин
BiomesOPlenty:gems:2, Перидот
BiomesOPlenty:gems:3, Топаз
BiomesOPlenty:gems:4, Танзанит
BiomesOPlenty:gems:5, Малахит
BiomesOPlenty:gems:6, Сапфир
BiomesOPlenty:gems:7, Янтарь
BiomesOPlenty:mudball, Комок грязи
BiomesOPlenty:jarEmpty, Пустая банка
BiomesOPlenty:jarFilled:0, Банка мёда
BiomesOPlenty:jarFilled:1, Банка ядовитого экстракта
BiomesOPlenty:jarFilled:2, Банка для фей
BiomesOPlenty:dartBlower, Духовая трубка
BiomesOPlenty:dart:0, Дротик
BiomesOPlenty:dart:1, Отравленный дротик
BiomesOPlenty:ancientStaff:0, Древний посох
BiomesOPlenty:ancientStaff:1, Рукоять древнего посоха
BiomesOPlenty:ancientStaff:2, Древко древнего посоха
BiomesOPlenty:ancientStaff:3, Верхушка древнего посоха
BiomesOPlenty:ancientStaff:4, Истощённый древний посох
BiomesOPlenty:enderporter, Телепортер Края
BiomesOPlenty:bopBucket, item.bopBucket.name
BiomesOPlenty:record_wanderer, Музыкальная пластинка
BiomesOPlenty:record_corruption, Музыкальная пластинка
BiomesOPlenty:biomeFinder, Радар биомов
BiomesOPlenty:biomeEssence, Эссенция биомов
BiomesOPlenty:swordMud, Меч из грязи
BiomesOPlenty:shovelMud, Лопата из грязи
BiomesOPlenty:pickaxeMud, Кирка из грязи
BiomesOPlenty:axeMud, Топор из грязи
BiomesOPlenty:hoeMud, Мотыга из грязи
BiomesOPlenty:swordAmethyst, Аметистовый меч
BiomesOPlenty:shovelAmethyst, Аметистовая лопата
BiomesOPlenty:pickaxeAmethyst, Аметистовая кирка
BiomesOPlenty:axeAmethyst, Аметистовый топор
BiomesOPlenty:hoeAmethyst, Аметистовая мотыга
BiomesOPlenty:scytheWood, Деревянная коса
BiomesOPlenty:scytheStone, Каменная коса
BiomesOPlenty:scytheIron, Железная коса
BiomesOPlenty:scytheGold, Золотая коса
BiomesOPlenty:scytheDiamond, Алмазная коса
BiomesOPlenty:scytheMud, Коса из грязи
BiomesOPlenty:scytheAmethyst, Аметистовая коса
BiomesOPlenty:helmetMud, Шлем из грязи
BiomesOPlenty:chestplateMud, Кираса из грязи
BiomesOPlenty:leggingsMud, Поножи из грязи
BiomesOPlenty:bootsMud, Ботинки из грязи
BiomesOPlenty:helmetAmethyst, Аметистовый шлем
BiomesOPlenty:chestplateAmethyst, Аметистовая кираса
BiomesOPlenty:leggingsAmethyst, Аметистовые поножи
BiomesOPlenty:bootsAmethyst, Аметистовые ботинки
BiomesOPlenty:flowerBand:0, Скучный венок
BiomesOPlenty:flowerBand:1, Обычный венок
BiomesOPlenty:flowerBand:2, Пышный венок
BiomesOPlenty:flowerBand:3, Экзотический венок
BiomesOPlenty:flippers, Ласты
BiomesOPlenty:wadingBoots, Болотные сапоги
BuildCraft|Core:wrenchItem, Гаечный ключ
BuildCraft|Core:mapLocation, Карта расположения
BuildCraft|Core:list:0, Список
BuildCraft|Core:list:1, Список
BuildCraft|Core:debugger, Отладчик
BuildCraft|Core:woodenGearItem, Деревянная шестерня
BuildCraft|Core:stoneGearItem, Каменная шестерня
BuildCraft|Core:ironGearItem, Железная шестерня
BuildCraft|Core:goldGearItem, Золотая шестерня
BuildCraft|Core:diamondGearItem, Алмазная шестерня
BuildCraft|Core:paintbrush, Кисточка
BuildCraft|Builders:templateItem, Чертёж
BuildCraft|Builders:blueprintItem, Строительный проект
BuildCraft|Robotics:robot, Робот
BuildCraft|Robotics:robotStation, item.robotStation.name
BuildCraft|Robotics:redstone_board, Красная плата
BuildCraft|Silicon:redstoneChipset:0, Микросхема из красного камня
BuildCraft|Silicon:redstoneChipset:1, Железная микросхема
BuildCraft|Silicon:redstoneChipset:2, Золотая микросхема
BuildCraft|Silicon:redstoneChipset:3, Алмазная микросхема
BuildCraft|Silicon:redstoneChipset:4, Пульсирующая микросхема
BuildCraft|Silicon:redstoneChipset:5, Кварцевая микросхема
BuildCraft|Silicon:redstoneChipset:6, Композитная микросхема
BuildCraft|Silicon:redstoneChipset:7, Изумрудная микросхема
BuildCraft|Silicon:package, Пакет
BuildCraft|Silicon:redstoneCrystal, Красный кристалл
BuildCraft|Energy:bucketOil, Ведро нефти
BuildCraft|Energy:bucketFuel, Ведро топлива
BuildCraft|Transport:pipeWaterproof, Уплотнитель для труб
BuildCraft|Transport:item.buildcraftPipe.pipeitemswood:0, Деревянная транспортная труба
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemerald:0, Изумрудная транспортная труба
BuildCraft|Transport:item.buildcraftPipe.pipeitemscobblestone:0, Булыжниковая транспортная труба
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstone:0, Каменная транспортная труба
BuildCraft|Transport:item.buildcraftPipe.pipeitemsquartz:0, Кварцевая транспортная труба
BuildCraft|Transport:item.buildcraftPipe.pipeitemsiron:0, Железная транспортная труба
BuildCraft|Transport:item.buildcraftPipe.pipeitemsgold:0, Золотая транспортная труба
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdiamond:0, Алмазная транспортная труба
BuildCraft|Transport:item.buildcraftPipe.pipeitemsobsidian:0, Обсидиановая транспортная труба
BuildCraft|Transport:item.buildcraftPipe.pipeitemslapis:0, Лазуритовая транспортная труба
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdaizuli:0, Алмазуритовая транспортная труба
BuildCraft|Transport:item.buildcraftPipe.pipeitemssandstone:0, Песчаниковая транспортная труба
BuildCraft|Transport:item.buildcraftPipe.pipeitemsvoid:0, Пустотная транспортная труба
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemzuli:0, Изумуритовая транспортная труба
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstripes:0, Активная транспортная труба
BuildCraft|Transport:item.buildcraftPipe.pipeitemsclay:0, Глиняная транспортная труба
BuildCraft|Transport:item.buildcraftPipe.pipefluidswood:0, Деревянная жидкостная труба
BuildCraft|Transport:item.buildcraftPipe.pipefluidscobblestone:0, Булыжниковая жидкостная труба
BuildCraft|Transport:item.buildcraftPipe.pipefluidsstone:0, Каменная жидкостная труба
BuildCraft|Transport:item.buildcraftPipe.pipefluidsquartz:0, Кварцевая жидкостная труба
BuildCraft|Transport:item.buildcraftPipe.pipefluidsiron:0, Железная жидкостная труба
BuildCraft|Transport:item.buildcraftPipe.pipefluidsgold:0, Золотая жидкостная труба
BuildCraft|Transport:item.buildcraftPipe.pipefluidsemerald:0, Изумрудная жидкостная труба
BuildCraft|Transport:item.buildcraftPipe.pipefluidsdiamond:0, Алмазная жидкостная труба
BuildCraft|Transport:item.buildcraftPipe.pipefluidssandstone:0, Песчаниковая жидкостная труба
BuildCraft|Transport:item.buildcraftPipe.pipefluidsvoid:0, Пустотная жидкостная труба
BuildCraft|Transport:item.buildcraftPipe.pipefluidsclay:0, Глиняная жидкостная труба
BuildCraft|Transport:item.buildcraftPipe.pipepowerwood:0, Деревянная энергетическая труба
BuildCraft|Transport:item.buildcraftPipe.pipepowercobblestone:0, Булыжниковая энергетическая труба
BuildCraft|Transport:item.buildcraftPipe.pipepowerstone:0, Каменная энергетическая труба
BuildCraft|Transport:item.buildcraftPipe.pipepowerquartz:0, Кварцевая энергетическая труба
BuildCraft|Transport:item.buildcraftPipe.pipepoweriron:0, Железная энергетическая труба
BuildCraft|Transport:item.buildcraftPipe.pipepowergold:0, Золотая энергетическая труба
BuildCraft|Transport:item.buildcraftPipe.pipepowerdiamond:0, Алмазная энергетическая труба
BuildCraft|Transport:item.buildcraftPipe.pipepoweremerald:0, Изумрудная энергетическая труба
BuildCraft|Transport:item.buildcraftPipe.pipepowersandstone:0, Песчаниковая энергетическая труба
BuildCraft|Transport:item.buildcraftPipe.pipestructurecobblestone:0, Структурная труба
BuildCraft|Transport:pipeWire:0, Красный провод
BuildCraft|Transport:pipeWire:1, Синий провод
BuildCraft|Transport:pipeWire:2, Зелёный провод
BuildCraft|Transport:pipeWire:3, Жёлтый провод
BuildCraft|Transport:pipeGate, item.pipeGate.name
BuildCraft|Transport:pipePlug, item.pipePlug.name
BuildCraft|Transport:pipeLens:0, Линза (Чёрный)
BuildCraft|Transport:pipeLens:1, Линза (Красный)
BuildCraft|Transport:pipeLens:2, Линза (Зелёный)
BuildCraft|Transport:pipeLens:3, Линза (Коричневый)
BuildCraft|Transport:pipeLens:4, Линза (Синий)
BuildCraft|Transport:pipeLens:5, Линза (Фиолетовый)
BuildCraft|Transport:pipeLens:6, Линза (Бирюзовый)
BuildCraft|Transport:pipeLens:7, Линза (Светло-серый)
BuildCraft|Transport:pipeLens:8, Линза (Серый)
BuildCraft|Transport:pipeLens:9, Линза (Розовый)
BuildCraft|Transport:pipeLens:10, Линза (Лаймовый)
BuildCraft|Transport:pipeLens:11, Линза (Жёлтый)
BuildCraft|Transport:pipeLens:12, Линза (Светло-синий)
BuildCraft|Transport:pipeLens:13, Линза (Сиреневый)
BuildCraft|Transport:pipeLens:14, Линза (Оранжевый)
BuildCraft|Transport:pipeLens:15, Линза (Белый)
BuildCraft|Transport:pipeLens:16, Фильтр (Чёрный)
BuildCraft|Transport:pipeLens:17, Фильтр (Красный)
BuildCraft|Transport:pipeLens:18, Фильтр (Зелёный)
BuildCraft|Transport:pipeLens:19, Фильтр (Коричневый)
BuildCraft|Transport:pipeLens:20, Фильтр (Синий)
BuildCraft|Transport:pipeLens:21, Фильтр (Фиолетовый)
BuildCraft|Transport:pipeLens:22, Фильтр (Бирюзовый)
BuildCraft|Transport:pipeLens:23, Фильтр (Светло-серый)
BuildCraft|Transport:pipeLens:24, Фильтр (Серый)
BuildCraft|Transport:pipeLens:25, Фильтр (Розовый)
BuildCraft|Transport:pipeLens:26, Фильтр (Лаймовый)
BuildCraft|Transport:pipeLens:27, Фильтр (Жёлтый)
BuildCraft|Transport:pipeLens:28, Фильтр (Светло-синий)
BuildCraft|Transport:pipeLens:29, Фильтр (Сиреневый)
BuildCraft|Transport:pipeLens:30, Фильтр (Оранжевый)
BuildCraft|Transport:pipeLens:31, Фильтр (Белый)
BuildCraft|Transport:pipeLens:32, Линза (Чистый)
BuildCraft|Transport:pipeLens:33, Фильтр (Чистый)
BuildCraft|Transport:pipePowerAdapter, item.pipePowerAdapter.name
BuildCraft|Transport:gateCopier, Копировальщик гейтов
customnpcs:npcWand, Настройщик NPC
customnpcs:npcMobCloner, Клонер NPC
customnpcs:npcScripter, Сценарист
customnpcs:npcMovingPath, Путевод NPC
customnpcs:npcMounter, Спаунер NPC
customnpcs:npcTeleporter, Телепортер
customnpcs:npcSoulstoneEmpty, Soulstone Empty
customnpcs:npcSoulstoneFilled, Soulstone Filled
customnpcs:npcBanjo, Банжо
customnpcs:npcViolin, Скрипка
customnpcs:npcViolinBow, Смычок
customnpcs:npcHarp, Арфа
customnpcs:npcGuitar, Гитара
customnpcs:npcFrenchHorn, Валторна
customnpcs:npcOcarina, Окарина
customnpcs:npcClarinet, Кларнет
customnpcs:npcWoodenGun, Деревянный Пистолет
customnpcs:npcWoodenBullet, Деревянная Пуля
customnpcs:npcStoneGun, Каменный Пистолет
customnpcs:npcStoneBullet, Каменная Пуля
customnpcs:npcIronGun, Железный Пистолет
customnpcs:npcIronBullet, Железная Пуля
customnpcs:npcGoldGun, Золотой Пистолет
customnpcs:npcGoldenBullet, Золотая Пуля
customnpcs:npcDiamondGun, Алмазный Пистолет
customnpcs:npcDiamondBullet, Алмазная Пуля
customnpcs:npcBronzeGun, Бронзовый Пистолет
customnpcs:npcBronzeBullet, Бронзовая Пуля
customnpcs:npcEmeraldGun, Изумрудный Пистолет
customnpcs:npcEmeraldBullet, Изумрудная Пуля
customnpcs:npcMachineGun, Автомат
customnpcs:npcBlackBullet, Чёрная Пуля
customnpcs:npcWoodenTrident, Деревянный Трезубец
customnpcs:npcStoneTrident, Каменный Трезубец
customnpcs:npcIronTrident, Железный Трезубец
customnpcs:npcGoldTrident, Золотой Трезуебц
customnpcs:npcDiamondTrident, Алмазный Трезубец
customnpcs:npcBronzeTrident, Бронзовый Трезубец
customnpcs:npcEmeraldTrident, Изумрудный Трезубец
customnpcs:npcCursedTrident, Проклятый Трезубец
customnpcs:npcDemonicTrident, Демонический Трезубец
customnpcs:npcFrostTrident, Ледяной Трезубец
customnpcs:npcMithrilTrident, Mithril Trident
customnpcs:npcNatureSpell, Природное Заклинание
customnpcs:npcArcaneSpell, Тайное Заклинание
customnpcs:npcLightningSpell, Заклинание Молнии
customnpcs:npcIceSpell, Ледяное Заклинание
customnpcs:npcFireSpell, Огненное Заклинание
customnpcs:npcDarkSpell, Тёмное Заклинание
customnpcs:npcHolySpell, Святое Заклинание
customnpcs:npcOrb:0, Сфера
customnpcs:npcOrb:1, Сфера
customnpcs:npcOrb:2, Сфера
customnpcs:npcOrb:3, Сфера
customnpcs:npcOrb:4, Сфера
customnpcs:npcOrb:5, Сфера
customnpcs:npcOrb:6, Сфера
customnpcs:npcOrb:7, Сфера
customnpcs:npcOrb:8, Сфера
customnpcs:npcOrb:9, Сфера
customnpcs:npcOrb:10, Сфера
customnpcs:npcOrb:11, Сфера
customnpcs:npcOrb:12, Сфера
customnpcs:npcOrb:13, Сфера
